x,y,z,qw,qx,qy,qz,k11,k12,k13,k21,k22,k23,k31,k32,k33,d11,d12,d13,d21,d22,d23,d31,d32,d33
0.33023269,0.53784818,0.29979089,0.99997690,0.00575030,-0.00200398,0.00301917,172.84431663,-133.82792654,-10.26651140,-133.82792654,161.58666413,-68.44971157,-10.26651140,-68.44971157,127.53103685,0.49030999,2.27780342,-2.58476083,2.27780342,12.01480942,-14.21515498,-2.58476083,-14.21515498,19.83070747
0.32935170,0.53848710,0.29977047,0.99997720,0.00571690,-0.00197485,0.00300274,172.97296808,-133.93796992,-10.43241994,-133.93796992,161.64927832,-68.49760078,-10.43241994,-68.49760078,127.22240202,0.29454975,1.70366160,-1.98894483,1.70366160,12.05455114,-14.64811323,-1.98894483,-14.64811323,21.32050154
0.32849718,0.53910024,0.29975220,0.99997751,0.00568167,-0.00194629,0.00298502,173.09437508,-134.04209679,-10.60550737,-134.04209679,161.68900118,-68.54048648,-10.60550737,-68.54048648,126.90259172,0.15723104,1.13143799,-1.35804588,1.13143799,12.08619068,-15.05408361,-1.35804588,-15.05408361,22.92444507
0.32766776,0.53968758,0.29973597,0.99997783,0.00564466,-0.00191831,0.00296609,173.20839249,-134.13994443,-10.78560448,-134.13994443,161.70184215,-68.58024694,-10.78560448,-68.58024694,126.57080612,0.07652090,0.56399393,-0.69547856,0.56399393,12.11076189,-15.43238157,-0.69547856,-15.43238157,24.63739320
0.32686213,0.54024916,0.29972165,0.99997816,0.00560592,-0.00189093,0.00294606,173.31492677,-134.23116359,-10.97249427,-134.23116359,161.68396093,-68.61877431,-10.97249427,-68.61877431,126.22632933,0.05000131,0.00397140,-0.00502731,0.00397140,12.12924877,-15.78268032,-0.00502731,-15.78268032,26.45218007
0.32607907,0.54078512,0.29970908,0.99997850,0.00556549,-0.00186413,0.00292499,173.41393620,-134.31542609,-11.16591746,-134.31542609,161.63172841,-68.65793901,-11.16591746,-68.65793901,125.86854465,0.07472196,-0.54622651,0.70922324,-0.54622651,12.14257170,-16.10499574,0.70922324,-16.10499574,28.35982956
0.32531737,0.54129569,0.29969814,0.99997884,0.00552343,-0.00183790,0.00290297,173.50542988,-134.39243180,-11.36557874,-134.39243180,161.54178076,-68.69955696,-11.36557874,-68.69955696,125.49694562,0.14726798,-1.08445009,1.44296616,-1.08445009,12.15157754,-16.39966356,1.44296616,-16.39966356,30.34981675
0.32457581,0.54178123,0.29968870,0.99997920,0.00547980,-0.00181224,0.00288008,173.58946555,-134.46191453,-11.57115347,-134.46191453,161.41106527,-68.74536030,-11.57115347,-68.74536030,125.11114274,0.26383927,-1.60881192,2.19175517,-1.60881192,12.15703343,-16.66730993,2.19175517,-16.66730993,32.41036685
0.32385320,0.54224224,0.29968064,0.99997956,0.00543468,-0.00178713,0.00285637,173.66614643,-134.52364694,-11.78229465,-134.52364694,161.23687703,-68.79697224,-11.78229465,-68.79697224,124.71086611,0.42033786,-2.11769064,2.95108920,-2.11769064,12.15962381,-16.90881682,2.95108920,-16.90881682,34.52877754
0.32314836,0.54267936,0.29967388,0.99997992,0.00538811,-0.00176254,0.00283192,173.73561719,-134.57744422,-11.99863983,-134.57744422,161.01688595,-68.85588661,-11.99863983,-68.85588661,124.29596428,0.61245906,-2.60972941,3.71649536,-2.60972941,12.15995027,-17.12528373,3.71649536,-17.12528373,36.69175007
0.32246017,0.54309335,0.29966835,0.99998029,0.00534019,-0.00173845,0.00280679,173.79805939,-134.62316657,-12.21981778,-134.62316657,160.74915399,-68.92345209,-12.21981778,-68.92345209,123.86639991,0.83578286,-3.08382984,4.48360714,-3.08382984,12.15853369,-17.31798747,4.48360714,-17.31798747,38.88571566
0.32178761,0.54348505,0.29966398,0.99998067,0.00529099,-0.00171482,0.00278103,173.85368637,-134.66072047,-12.44545483,-134.66072047,160.43214275,-69.00086133,-12.44545483,-69.00086133,123.42224267,1.08586197,-3.53914168,5.24823547,-3.53914168,12.15581826,-17.48834140,5.24823547,-17.48834140,41.09714493
